preco,endereco,bairro,zona_urbana,qt_casas_bairro,tipo_de_imovel,numero_de_quartos,numero_de_banheiros,numero_de_vagas,area_do_terreno,tamanho_da_construcao,distancia_centro_urbano,data_de_venda
505000.0,15/60 Farnham St,Flemington,NorteMetrop,3593.0,apartamento,2,1.0,1.0,0.0,,3.4,2017-07-22
430000.0,107/250 Barkly St,Footscray,OesteMetrop,7570.0,apartamento,2,1.0,1.0,1909.0,110.0,5.1,2017-07-22
900000.0,16 Creswick St,Footscray,OesteMetrop,7570.0,casa,3,1.0,3.0,312.0,106.0,5.1,2017-07-22
1000000.0,15 Greer St,Footscray,OesteMetrop,7570.0,casa,4,2.0,1.0,180.0,206.0,5.1,2017-07-22
891000.0,12 Jerrold St,Footscray,OesteMetrop,7570.0,casa,4,1.0,3.0,446.0,101.7,5.1,2017-07-22
742000.0,2/66 Mahoneys Rd,Forest Hill,LesteMetrop,4385.0,casa,3,1.0,1.0,404.0,,15.4,2017-07-22
1011000.0,19 Victor Cr,Forest Hill,LesteMetrop,4385.0,casa,3,1.0,1.0,590.0,114.0,15.4,2017-07-22
,63 Dalpura Cct,Frankston,SudesteMetrop,17055.0,casa,3,1.0,7.0,1206.0,,38.0,2017-07-22
600500.0,10 Yuluma Ct,Frankston,SudesteMetrop,17055.0,casa,4,2.0,2.0,580.0,,38.0,2017-07-22
,54 Moreton St,Frankston North,LesteVic,2500.0,casa,3,1.0,5.0,596.0,102.0,36.9,2017-07-22
665000.0,18 Blaxland Av,Frankston South,SudesteMetrop,7566.0,casa,3,1.0,1.0,642.0,,38.0,2017-07-22
,8 Jinchilla Av,Frankston South,SudesteMetrop,7566.0,casa,5,2.0,2.0,654.0,,38.0,2017-07-22
645000.0,124 Carrick Dr,Gladstone Park,OesteMetrop,3285.0,casa,3,1.0,1.0,556.0,,12.9,2017-07-22
627000.0,11 Leura Ct,Gladstone Park,OesteMetrop,3285.0,casa,3,1.0,2.0,573.0,,12.9,2017-07-22
580000.0,2/10 Osborne Av,Glen Iris,SulMetrop,10412.0,apartamento,2,1.0,1.0,200.0,62.0,7.3,2017-07-22
519500.0,8/12 Osborne Av,Glen Iris,SulMetrop,10412.0,apartamento,2,1.0,1.0,1101.0,73.0,7.3,2017-07-22
656000.0,2/51 Avonhurst Dr,Glen Waverley,LesteMetrop,15321.0,apartamento,2,1.0,1.0,345.0,120.0,16.7,2017-07-22
,24 Diamond Av,Glen Waverley,LesteMetrop,15321.0,casa,5,2.0,1.0,651.0,216.0,16.7,2017-07-22
,2/11 Kinnoull Gr,Glen Waverley,LesteMetrop,15321.0,apartamento,3,2.0,2.0,248.0,115.0,16.7,2017-07-22
730000.0,1/6 Kirstina Rd,Glen Waverley,LesteMetrop,15321.0,apartamento,2,1.0,1.0,235.0,,16.7,2017-07-22
1182000.0,32 Maylands Cr,Glen Waverley,LesteMetrop,15321.0,casa,5,2.0,3.0,650.0,152.0,16.7,2017-07-22
1500000.0,2/40 The Outlook,Glen Waverley,LesteMetrop,15321.0,apartamento,4,2.0,2.0,248.0,,16.7,2017-07-22
1800000.0,25 Walter St,Glen Waverley,LesteMetrop,15321.0,casa,3,1.0,1.0,729.0,,16.7,2017-07-22
1832000.0,2 Wattletree Ct,Glen Waverley,LesteMetrop,15321.0,casa,5,2.0,2.0,803.0,,16.7,2017-07-22
1000000.0,2/32 Wilson Rd,Glen Waverley,LesteMetrop,15321.0,apartamento,3,2.0,2.0,365.0,124.0,16.7,2017-07-22
493000.0,4/39 Clovelly Av,Glenroy,NorteMetrop,8870.0,apartamento,2,1.0,2.0,201.0,201.0,11.2,2017-07-22
940000.0,8 Granville St,Glenroy,NorteMetrop,8870.0,casa,3,2.0,5.0,627.0,173.0,11.2,2017-07-22
435000.0,3/42 Harold St,Glenroy,NorteMetrop,8870.0,apartamento,2,1.0,1.0,144.0,73.0,11.2,2017-07-22
,3/36 Isla Av,Glenroy,NorteMetrop,8870.0,apartamento,3,,,,,11.2,2017-07-22
725000.0,23 Bullanoo Ct,Greensborough,NorteMetrop,8524.0,casa,3,2.0,2.0,672.0,,16.1,2017-07-22
,40 Patrick Cl,Greensborough,NorteMetrop,8524.0,casa,5,3.0,2.0,1079.0,,16.1,2017-07-22
670000.0,12 Bianca Cr,Greenvale,NorteMetrop,4864.0,casa,4,,,,,20.4,2017-07-22
470000.0,40 Frontier Av,Greenvale,NorteMetrop,4864.0,t,3,2.0,2.0,201.0,133.0,20.4,2017-07-22
476500.0,41A Simmington Cct,Greenvale,NorteMetrop,4864.0,casa,3,1.0,1.0,321.0,,20.4,2017-07-22
741000.0,146 East St,Hadfield,NorteMetrop,2606.0,casa,4,1.0,2.0,652.0,158.0,11.2,2017-07-22
550000.0,99 Hilton St,Hadfield,NorteMetrop,2606.0,casa,3,1.0,2.0,325.0,100.0,11.2,2017-07-22
,5 Regent St,Hadfield,NorteMetrop,2606.0,casa,3,1.0,3.0,650.0,99.0,11.2,2017-07-22
1930000.0,15 David St,Hampton,SulMetrop,5454.0,casa,3,2.0,2.0,720.0,,13.8,2017-07-22
1405000.0,7 Exon St,Hampton,SulMetrop,5454.0,t,3,2.0,2.0,220.0,139.0,13.8,2017-07-22
500000.0,4/3 Kooyongkoot Rd,Hawthorn,SulMetrop,11308.0,apartamento,2,1.0,1.0,2338.0,,5.3,2017-07-22
520000.0,11/36 Anderson Rd,Hawthorn East,SulMetrop,6482.0,apartamento,2,1.0,1.0,0.0,,6.2,2017-07-22
1270500.0,91 Campbell St,Heathmont,LesteMetrop,3794.0,casa,4,2.0,3.0,801.0,180.0,21.3,2017-07-22
751000.0,61 Canterbury Rd,Heathmont,LesteMetrop,3794.0,casa,3,1.0,2.0,693.0,129.0,21.3,2017-07-22
,37 Tagell Rd,Heathmont,LesteMetrop,3794.0,casa,4,1.0,1.0,782.0,157.0,21.3,2017-07-22
1515000.0,15 Adamson St,Heidelberg,LesteMetrop,2890.0,casa,3,1.0,3.0,827.0,,8.9,2017-07-22
735000.0,26 Bardia St,Heidelberg West,LesteMetrop,2674.0,casa,2,1.0,4.0,600.0,,8.8,2017-07-22
590000.0,254 Liberty Pde,Heidelberg West,LesteMetrop,2674.0,casa,4,2.0,2.0,409.0,,8.8,2017-07-22
1460000.0,9 Barnet St,Highett,SulMetrop,4794.0,casa,3,2.0,2.0,725.0,,16.0,2017-07-22
1535000.0,10 Haynes St,Highett,SulMetrop,4794.0,casa,4,2.0,2.0,719.0,719.0,16.0,2017-07-22
,13 Haynes St,Highett,SulMetrop,4794.0,casa,2,1.0,3.0,716.0,142.0,16.0,2017-07-22
,19 Jillian Av,Highett,SulMetrop,4794.0,casa,3,2.0,2.0,656.0,141.0,16.0,2017-07-22
1205000.0,14A Telford St,Highett,SulMetrop,4794.0,t,4,,,,,16.0,2017-07-22
525000.0,3/2 Thistle Gr,Highett,SulMetrop,4794.0,apartamento,2,,,,,16.0,2017-07-22
700000.0,93 Saronvale Cr,Hillside,OesteMetrop,5556.0,casa,4,2.0,4.0,788.0,236.0,18.0,2017-07-22
520000.0,46 Bourke Cr,Hoppers Crossing,OesteMetrop,13830.0,casa,3,1.0,0.0,609.0,109.0,18.4,2017-07-22
650000.0,2 Burge Cr,Hoppers Crossing,OesteMetrop,13830.0,casa,4,2.0,2.0,680.0,205.0,18.4,2017-07-22
576000.0,11 Dummett Av,Hoppers Crossing,OesteMetrop,13830.0,casa,4,2.0,1.0,570.0,,18.4,2017-07-22
,13 Majella Ct,Hoppers Crossing,OesteMetrop,13830.0,casa,3,2.0,2.0,640.0,160.0,18.4,2017-07-22
472000.0,3/9 Clapham Rd,Hughesdale,SulMetrop,3145.0,apartamento,2,1.0,1.0,0.0,70.0,12.3,2017-07-22
880000.0,4/75 Green St,Ivanhoe,LesteMetrop,5549.0,t,2,1.0,2.0,229.0,113.0,7.8,2017-07-22
985000.0,6/36 Livingstone St,Ivanhoe,LesteMetrop,5549.0,t,4,3.0,2.0,181.0,154.0,7.8,2017-07-22
,9 Sherwood Rd,Ivanhoe,LesteMetrop,5549.0,casa,3,1.0,1.0,910.0,254.0,7.8,2017-07-22
528000.0,12 Lorraine Cr,Jacana,NorteMetrop,851.0,casa,3,1.0,3.0,588.0,92.0,14.0,2017-07-22
,29 Robinson St,Jacana,NorteMetrop,851.0,casa,3,1.0,3.0,604.0,,14.0,2017-07-22
590000.0,15 Bletchley Pl,Kealba,OesteMetrop,1202.0,casa,4,2.0,2.0,617.0,,14.0,2017-07-22
918000.0,3 Border Dr,Keilor East,OesteMetrop,5629.0,casa,3,2.0,2.0,669.0,166.0,11.7,2017-07-22
777000.0,28 Nyah St,Keilor East,OesteMetrop,5629.0,t,3,2.0,1.0,300.0,,11.7,2017-07-22
880000.0,23 Phillip Rd,Keilor East,OesteMetrop,5629.0,casa,4,1.0,1.0,534.0,,11.7,2017-07-22
591000.0,38 Wiltshire Dr,Kew,SulMetrop,10331.0,apartamento,2,1.0,2.0,0.0,90.0,5.4,2017-07-22
,4/1240 Old Burke Rd,Kew East,SulMetrop,2671.0,t,3,3.0,1.0,192.0,,7.3,2017-07-22
565000.0,261 Taylors Rd,Kings Park,OesteMetrop,2878.0,casa,3,2.0,3.0,543.0,106.9,14.0,2017-07-22
,2C Chatfield St,Kingsville,OesteMetrop,1808.0,casa,2,2.0,1.0,119.0,97.0,6.4,2017-07-22
362000.0,8 Carberry Dr,Kurunjang,NorteVic,3553.0,casa,4,2.0,2.0,685.0,141.0,31.7,2017-07-22
330000.0,44 Greenhills Dr,Kurunjang,NorteVic,3553.0,casa,3,1.0,1.0,654.0,,31.7,2017-07-22
798000.0,60 Dickens St,Lalor,NorteMetrop,8279.0,casa,3,1.0,2.0,806.0,,16.3,2017-07-22
560000.0,69 Monash St,Lalor,NorteMetrop,8279.0,casa,3,1.0,2.0,535.0,104.0,16.3,2017-07-22
447000.0,17/165 North Rd,Langwarrin,LesteVic,8743.0,apartamento,3,1.0,2.0,230.0,102.0,41.0,2017-07-22
900000.0,67 Union Rd,Langwarrin,LesteVic,8743.0,casa,4,2.0,6.0,2026.0,,41.0,2017-07-22
,1/15 Cherry St,MacLeod,NorteMetrop,4168.0,apartamento,3,,,,,12.7,2017-07-22
910000.0,73 Somers Av,MacLeod,NorteMetrop,4168.0,casa,3,,,,,12.7,2017-07-22
710000.0,43 Wungan St,MacLeod,NorteMetrop,4168.0,casa,3,,,,,12.7,2017-07-22
670000.0,88a Ballarat Rd,Maidstone,OesteMetrop,3873.0,t,3,,,,,6.4,2017-07-22
681000.0,7 Churchill Av,Maidstone,OesteMetrop,3873.0,casa,3,1.0,2.0,523.0,93.82,6.4,2017-07-22
1005000.0,12 Inkerman St,Maidstone,OesteMetrop,3873.0,casa,3,1.0,5.0,653.0,109.0,6.4,2017-07-22
468000.0,18 Pullar St,Maidstone,OesteMetrop,3873.0,casa,2,1.0,2.0,312.0,89.0,6.4,2017-07-22
650000.0,33 Richelieu St,Maidstone,OesteMetrop,3873.0,casa,2,1.0,2.0,249.0,,6.4,2017-07-22
1638000.0,26 Millewa Av,Malvern East,SulMetrop,8801.0,casa,3,1.0,1.0,697.0,,8.4,2017-07-22
,19 Bracken Av,Maribyrnong,OesteMetrop,4918.0,casa,4,3.0,2.0,200.0,,4.3,2017-07-22
640000.0,7 Cavalry Cct,Maribyrnong,OesteMetrop,4918.0,t,3,2.0,2.0,91.0,132.0,4.3,2017-07-22
1380000.0,21 Lakeside Cr,Maribyrnong,OesteMetrop,4918.0,casa,4,,,,,4.3,2017-07-22
410000.0,402/77 Village Wy,Maribyrnong,OesteMetrop,4918.0,apartamento,2,1.0,2.0,0.0,,4.3,2017-07-22
420000.0,1/2 Dakara Cl,Meadow Heights,NorteMetrop,4704.0,apartamento,3,1.0,1.0,658.0,94.0,17.4,2017-07-22
510000.0,17/17 Queens Rd,Melbourne,NorteMetrop,17496.0,apartamento,1,,,,,0.0,2017-07-22
,602/300 Swanston St,Melbourne,NorteMetrop,17496.0,apartamento,2,1.0,1.0,0.0,,0.0,2017-07-22
,53 Barries Rd,Melton,OesteVic,3600.0,casa,3,1.0,2.0,780.0,,31.7,2017-07-22
375000.0,30 Bennett St,Melton South,OesteVic,4718.0,casa,3,1.0,2.0,584.0,,29.8,2017-07-22
326000.0,8 Charles Ct,Melton South,OesteVic,4718.0,casa,3,1.0,1.0,611.0,115.0,29.8,2017-07-22
400000.0,6 Denny Pl,Melton South,OesteVic,4718.0,casa,3,2.0,2.0,800.0,,29.8,2017-07-22
412250.0,39 First Av,Melton South,OesteVic,4718.0,casa,3,1.0,2.0,592.0,,29.8,2017-07-22
,7 Waratah St,Melton South,OesteVic,4718.0,casa,4,2.0,0.0,594.0,103.0,29.8,2017-07-22
371500.0,33 Westmelton Dr,Melton West,NorteVic,6065.0,casa,3,2.0,0.0,582.0,,31.7,2017-07-22
,16 Williams St,Mentone,SudesteMetrop,6162.0,casa,4,2.0,2.0,690.0,194.0,20.0,2017-07-22
,6 Burrell Wy,Mernda,NorteMetrop,5812.0,casa,4,,,,,25.9,2017-07-22
672000.0,30 Darvel Dr,Mernda,NorteMetrop,5812.0,casa,4,,,,,25.9,2017-07-22
620000.0,23 Stradling Ri,Mernda,NorteMetrop,5812.0,casa,4,,,,,25.9,2017-07-22
,3 Hillrise Ct,Mill Park,NorteMetrop,10529.0,casa,3,2.0,2.0,655.0,146.0,17.9,2017-07-22
725000.0,4 Streeton Cct,Mill Park,NorteMetrop,10529.0,casa,3,2.0,2.0,602.0,129.0,17.9,2017-07-22
1101000.0,11 Beaufort St,Mitcham,LesteMetrop,6871.0,casa,3,1.0,2.0,774.0,132.6,17.2,2017-07-22
926000.0,1/17 Milne St,Mitcham,LesteMetrop,6871.0,t,4,3.0,2.0,374.0,170.0,17.2,2017-07-22
,1/141 Sherbourne Rd,Montmorency,LesteMetrop,3891.0,casa,5,2.0,4.0,1470.0,212.0,16.2,2017-07-22
,14 Chaucer St,Moonee Ponds,OesteMetrop,6232.0,casa,4,1.0,1.0,582.0,,6.2,2017-07-22
362000.0,16/122 Maribyrnong Rd,Moonee Ponds,OesteMetrop,6232.0,apartamento,1,1.0,1.0,0.0,55.0,6.2,2017-07-22
,7 Hedwig Dr,Mooroolbark,LesteVic,8280.0,casa,3,2.0,2.0,841.0,,26.5,2017-07-22
850000.0,135B McDonald St,Mordialloc,SudesteMetrop,3650.0,t,4,,,,,21.5,2017-07-22
309000.0,3/2 Woods Av,Mordialloc,SudesteMetrop,3650.0,apartamento,1,1.0,1.0,57.0,42.0,21.5,2017-07-22
,86 Headingley Rd,Mount Waverley,LesteMetrop,13366.0,casa,4,2.0,2.0,745.0,153.0,14.2,2017-07-22
1267000.0,1 Therese Av,Mount Waverley,LesteMetrop,13366.0,casa,3,2.0,4.0,714.0,,14.2,2017-07-22
611000.0,4/254 Waverley Rd,Mount Waverley,LesteMetrop,13366.0,apartamento,2,1.0,1.0,161.0,82.0,14.2,2017-07-22
1750000.0,4 William St,Mount Waverley,LesteMetrop,13366.0,casa,4,2.0,2.0,766.0,,14.2,2017-07-22
755000.0,2 Kinkora Ct,Mulgrave,SudesteMetrop,7113.0,casa,3,2.0,2.0,197.0,132.0,18.8,2017-07-22
862000.0,25 Morawa Dr,Mulgrave,SudesteMetrop,7113.0,casa,3,2.0,2.0,246.0,3.0,18.8,2017-07-22
815500.0,75 Wattle Gr,Mulgrave,SudesteMetrop,7113.0,casa,3,2.0,2.0,434.0,104.0,18.8,2017-07-22
1780000.0,7 Lawrance St,Murrumbeena,SulMetrop,4442.0,casa,4,,,,,10.1,2017-07-22
,5/20 Toward St,Murrumbeena,SulMetrop,4442.0,apartamento,2,1.0,1.0,0.0,65.0,10.1,2017-07-22
1100000.0,102 Market St,Newport,OesteMetrop,5498.0,casa,3,2.0,3.0,449.0,154.3,6.2,2017-07-22
1130000.0,8 Goble St,Niddrie,OesteMetrop,2291.0,casa,4,2.0,2.0,650.0,163.0,10.4,2017-07-22
1006000.0,64 Muriel St,Niddrie,OesteMetrop,2291.0,casa,4,2.0,1.0,270.0,178.74,10.4,2017-07-22
,51 Dunblane Rd,Noble Park,SudesteMetrop,11806.0,casa,3,1.0,2.0,589.0,,22.7,2017-07-22
,5 Himbeck Ct,Noble Park,SudesteMetrop,11806.0,casa,4,2.0,3.0,673.0,,22.7,2017-07-22
445000.0,2/21 Marna Ct,Noble Park,SudesteMetrop,11806.0,apartamento,2,1.0,3.0,197.0,82.0,22.7,2017-07-22
650000.0,371 Princes Hwy,Noble Park,SudesteMetrop,11806.0,casa,3,1.0,1.0,603.0,130.0,22.7,2017-07-22
465000.0,306/64 MacAulay Rd,North Melbourne,NorteMetrop,6821.0,apartamento,2,1.0,1.0,0.0,53.0,1.8,2017-07-22
1290000.0,19 Charles St,Northcote,NorteMetrop,11364.0,casa,3,2.0,1.0,196.0,,5.3,2017-07-22
1335000.0,31 Gladstone Av,Northcote,NorteMetrop,11364.0,casa,3,1.0,1.0,390.0,112.0,5.3,2017-07-22
352500.0,304/481 High St,Northcote,NorteMetrop,11364.0,apartamento,1,1.0,1.0,1279.0,,5.3,2017-07-22
,11/158 Separation St,Northcote,NorteMetrop,11364.0,apartamento,1,1.0,1.0,0.0,,5.3,2017-07-22
782500.0,101/231 St Georges St,Northcote,NorteMetrop,11364.0,apartamento,2,,,,,5.3,2017-07-22
1875000.0,8 Swift St,Northcote,NorteMetrop,11364.0,casa,3,1.0,2.0,771.0,,5.3,2017-07-22
1390000.0,44 Golf Rd,Oakleigh South,SudesteMetrop,3692.0,casa,4,2.0,2.0,558.0,243.0,15.5,2017-07-22
643500.0,1 Loxton Wy,Pakenham,LesteVic,17384.0,casa,4,2.0,2.0,600.0,300.0,47.3,2017-07-22
,6/184 Princes Hwy,Pakenham,LesteVic,17384.0,t,3,,,,,47.3,2017-07-22
,7/184 Princes Hwy,Pakenham,LesteVic,17384.0,t,3,,,,,47.3,2017-07-22
,5/18 Lennon St,Parkville,NorteMetrop,2309.0,apartamento,2,1.0,1.0,0.0,,1.8,2017-07-22
,1/10 Arndt Rd,Pascoe Vale,NorteMetrop,7485.0,t,3,2.0,2.0,0.0,161.0,8.5,2017-07-22
541000.0,16/43 Arndt Rd,Pascoe Vale,NorteMetrop,7485.0,apartamento,2,1.0,1.0,133.0,,8.5,2017-07-22
510000.0,1A Braeside St,Pascoe Vale,NorteMetrop,7485.0,t,2,1.0,1.0,129.0,88.3,8.5,2017-07-22
550000.0,3/25 Devon Rd,Pascoe Vale,NorteMetrop,7485.0,apartamento,2,1.0,1.0,164.0,80.7,8.5,2017-07-22
,1/11 Stennis St,Pascoe Vale,NorteMetrop,7485.0,casa,3,1.0,1.0,340.0,,8.5,2017-07-22
580000.0,2/8 Stewart St,Pascoe Vale,NorteMetrop,7485.0,apartamento,2,1.0,1.0,103.0,111.0,8.5,2017-07-22
,4/262 Sussex St,Pascoe Vale,NorteMetrop,7485.0,t,3,,,,,8.5,2017-07-22
706000.0,1/18 Sylvan Gr,Pascoe Vale,NorteMetrop,7485.0,apartamento,2,1.0,1.0,205.0,,8.5,2017-07-22
637000.0,42/2 Esplanade West,Port Melbourne,SulMetrop,8648.0,apartamento,1,,,,,3.5,2017-07-22
559000.0,5/109 Ross St,Port Melbourne,SulMetrop,8648.0,apartamento,2,1.0,1.0,712.0,,3.5,2017-07-22
570000.0,306/323 Dandenong Rd,Prahran,SulMetrop,7717.0,apartamento,2,2.0,1.0,0.0,,4.6,2017-07-22
,10/3 Rae Ct,Prahran,SulMetrop,7717.0,apartamento,2,1.0,1.0,0.0,,4.6,2017-07-22
250000.0,5/49 Austral Av,Preston,NorteMetrop,14577.0,apartamento,1,1.0,1.0,631.0,34.0,8.4,2017-07-22
392000.0,1/70 Bruce St,Preston,NorteMetrop,14577.0,apartamento,1,1.0,1.0,629.0,41.0,8.4,2017-07-22
505000.0,24 Dermot St,Preston,NorteMetrop,14577.0,apartamento,1,1.0,1.0,102.0,43.0,8.4,2017-07-22
980000.0,27 Pender St,Preston,NorteMetrop,14577.0,casa,3,1.0,3.0,397.0,107.0,8.4,2017-07-22
785500.0,11A South St,Preston,NorteMetrop,14577.0,casa,2,,,,,8.4,2017-07-22
495000.0,4/26 Acheron Av,Reservoir,NorteMetrop,21650.0,apartamento,2,1.0,1.0,134.0,,12.0,2017-07-22
320000.0,9/23 Ashley St,Reservoir,NorteMetrop,21650.0,casa,2,1.0,1.0,89.0,65.0,12.0,2017-07-22
,52 Banbury Rd,Reservoir,NorteMetrop,21650.0,casa,3,1.0,2.0,404.0,,12.0,2017-07-22
617500.0,1/3 Drysdale St,Reservoir,NorteMetrop,21650.0,t,2,2.0,1.0,0.0,114.0,12.0,2017-07-22
1282500.0,11 Knox St,Reservoir,NorteMetrop,21650.0,casa,5,2.0,2.0,499.0,251.0,12.0,2017-07-22
760500.0,20 Massey Av,Reservoir,NorteMetrop,21650.0,casa,4,1.0,2.0,846.0,,12.0,2017-07-22
419000.0,221/253 Bridge Rd,Richmond,NorteMetrop,14949.0,apartamento,2,1.0,1.0,3512.0,51.0,2.4,2017-07-22
,2/297 Church St,Richmond,NorteMetrop,14949.0,apartamento,1,1.0,1.0,0.0,,2.4,2017-07-22
1590000.0,17 Dickmann St,Richmond,NorteMetrop,14949.0,casa,3,2.0,1.0,83.0,,2.4,2017-07-22
1710000.0,14 McCrae Mw,Richmond,NorteMetrop,14949.0,casa,3,,,,,2.4,2017-07-22
592000.0,607/2 McGoun St,Richmond,NorteMetrop,14949.0,apartamento,2,2.0,2.0,2044.0,,2.4,2017-07-22
1667500.0,401/28 Tanner St,Richmond,NorteMetrop,14949.0,apartamento,2,2.0,2.0,92.0,141.0,2.4,2017-07-22
685000.0,306/45 York St,Richmond,NorteMetrop,14949.0,apartamento,2,2.0,1.0,0.0,77.0,2.4,2017-07-22
,47 Heathmont Rd,Ringwood,LesteMetrop,7785.0,casa,3,1.0,2.0,836.0,108.0,19.9,2017-07-22
882500.0,26 Major St,Ringwood,LesteMetrop,7785.0,casa,3,2.0,2.0,918.0,145.0,19.9,2017-07-22
,5 Neville St,Ringwood,LesteMetrop,7785.0,casa,3,1.0,1.0,367.0,,19.9,2017-07-22
910000.0,3 Sang Ct,Ringwood,LesteMetrop,7785.0,casa,3,2.0,2.0,651.0,162.0,19.9,2017-07-22
777000.0,3A Homebush Ct,Ringwood East,LesteMetrop,4407.0,casa,3,2.0,2.0,502.0,,21.3,2017-07-22
,5/9 Homebush Ct,Ringwood East,LesteMetrop,4407.0,casa,4,3.0,2.0,868.0,208.0,21.3,2017-07-22
,17 Greville Rd,Rosanna,LesteMetrop,3540.0,casa,3,2.0,3.0,642.0,,8.9,2017-07-22
510000.0,4 Almands Av,Roxburgh Park,NorteMetrop,5833.0,casa,3,2.0,2.0,523.0,,20.6,2017-07-22
,1 Angus Ct,Roxburgh Park,NorteMetrop,5833.0,casa,5,2.0,2.0,588.0,,20.6,2017-07-22
431000.0,7 Ormond Ri,Roxburgh Park,NorteMetrop,5833.0,casa,3,,,,,20.6,2017-07-22
1651000.0,124 Abbott St,Sandringham,SulMetrop,4497.0,casa,3,2.0,1.0,390.0,125.0,15.2,2017-07-22
770000.0,5/273 Bluff Rd,Sandringham,SulMetrop,4497.0,apartamento,2,1.0,1.0,208.0,,15.2,2017-07-22
1040000.0,72 Arnold Dr,Scoresby,LesteMetrop,2206.0,casa,4,2.0,2.0,1134.0,152.0,22.2,2017-07-22
1120000.0,17 Walsh Av,Scoresby,LesteMetrop,2206.0,casa,4,2.0,2.0,960.0,179.0,22.2,2017-07-22
886000.0,1/22 Vigo St,Seddon,OesteMetrop,2417.0,apartamento,3,2.0,2.0,0.0,,5.1,2017-07-22
601000.0,15 Domain Tce,South Morang,NorteMetrop,7969.0,casa,3,2.0,2.0,454.0,,20.5,2017-07-22
,367 Gordons Rd,South Morang,NorteMetrop,7969.0,casa,5,2.0,2.0,716.0,233.0,20.5,2017-07-22
810000.0,37 Grange Dr,South Morang,NorteMetrop,7969.0,casa,4,2.0,2.0,639.0,,20.5,2017-07-22
,11 Ilyuka Wy,South Morang,NorteMetrop,7969.0,casa,5,3.0,2.0,660.0,331.0,20.5,2017-07-22
945000.0,22 Strathoon Cr,South Morang,NorteMetrop,7969.0,casa,5,3.0,4.0,700.0,,20.5,2017-07-22
500000.0,102 Vincent Dr,South Morang,NorteMetrop,7969.0,casa,3,2.0,2.0,330.0,118.0,20.5,2017-07-22
747500.0,6/57 Adams St,South Yarra,SulMetrop,14887.0,apartamento,2,1.0,1.0,0.0,,2.7,2017-07-22
420000.0,7/85 Caroline St,South Yarra,SulMetrop,14887.0,apartamento,1,1.0,1.0,0.0,43.0,2.7,2017-07-22
460000.0,804/2 Claremont St,South Yarra,SulMetrop,14887.0,apartamento,2,2.0,0.0,0.0,63.0,2.7,2017-07-22
1340000.0,10/391 Toorak Rd,South Yarra,SulMetrop,14887.0,apartamento,2,2.0,2.0,0.0,133.0,2.7,2017-07-22
,1/6 Ashdale Ct,Springvale,SudesteMetrop,7412.0,apartamento,3,1.0,2.0,346.0,,20.8,2017-07-22
580000.0,1/2 Mary St,Springvale,SudesteMetrop,7412.0,apartamento,2,2.0,2.0,155.0,89.25,20.8,2017-07-22
700000.0,5 Gwent St,Springvale South,SudesteMetrop,4054.0,casa,3,1.0,2.0,638.0,105.0,22.2,2017-07-22
627000.0,76 East Esplanade,St Albans,OesteMetrop,14042.0,casa,3,1.0,3.0,581.0,,14.0,2017-07-22
,34 Garfield St,St Albans,OesteMetrop,14042.0,casa,4,2.0,1.0,809.0,,14.0,2017-07-22
,37 Harmon Av,St Albans,OesteMetrop,14042.0,casa,3,1.0,2.0,650.0,,14.0,2017-07-22
360000.0,8/240 Barkly St,St Kilda,SulMetrop,13240.0,apartamento,1,1.0,1.0,0.0,49.0,5.0,2017-07-22
530000.0,7/59 Carlisle St,St Kilda,SulMetrop,13240.0,apartamento,2,1.0,0.0,0.0,,5.0,2017-07-22
533000.0,4/63 Carlisle St,St Kilda,SulMetrop,13240.0,apartamento,2,1.0,1.0,463.0,,5.0,2017-07-22
1180000.0,55 Havelock St,St Kilda,SulMetrop,13240.0,casa,3,2.0,1.0,128.0,,5.0,2017-07-22
,4/20 Marine Pde,St Kilda,SulMetrop,13240.0,apartamento,2,1.0,1.0,1349.0,,5.0,2017-07-22
1220000.0,10 Fenacre St,Strathmore,OesteMetrop,3284.0,casa,4,1.0,2.0,750.0,185.0,8.2,2017-07-22
500000.0,315 Elizabeth Dr,Sunbury,OesteMetrop,14092.0,casa,3,1.0,3.0,678.0,127.0,31.7,2017-07-22
438000.0,11 Gruner St,Sunbury,OesteMetrop,14092.0,casa,3,1.0,4.0,606.0,96.0,31.7,2017-07-22
510000.0,31 Rosenthal Bvd,Sunbury,OesteMetrop,14092.0,casa,4,,,,,31.7,2017-07-22
910000.0,24 Matthews St,Sunshine,OesteMetrop,3755.0,casa,3,1.0,3.0,703.0,,10.5,2017-07-22
650000.0,95A Berkshire Rd,Sunshine North,OesteMetrop,4217.0,t,4,2.0,1.0,283.0,181.6,10.5,2017-07-22
595000.0,46 Clayton St,Sunshine North,OesteMetrop,4217.0,casa,3,1.0,0.0,557.0,,10.5,2017-07-22
710000.0,19 Estelle St,Sunshine West,OesteMetrop,6763.0,casa,3,1.0,2.0,697.0,,10.5,2017-07-22
615000.0,9 Noble Ct,Sunshine West,OesteMetrop,6763.0,t,3,2.0,1.0,358.0,27.0,10.5,2017-07-22
859000.0,34 Ralph St,Sunshine West,OesteMetrop,6763.0,casa,4,2.0,2.0,699.0,,10.5,2017-07-22
2225000.0,23 Bristol St,Surrey Hills,SulMetrop,5457.0,casa,3,1.0,2.0,829.0,,10.2,2017-07-22
